name,year,moto_type,place,price,volume,distance,fuel,engine_type
Kews K23 PR300,2024,Кроссовый мотоцикл,Кемерово,255000,300,4000,бензин,4-тактный
Kawasaki Ninja ZX-6R,2020,Спортивный мотоцикл,Япония → Красноярск,1100000,636,2659,бензин,4-тактный
Yamaha YZF-R7,2024,Спортивный мотоцикл,Япония → Красноярск,760000,689,11690,бензин,4-тактный
Suzuki GSF 750 Bandit,1997,Спортивно-туристический мотоцикл,Ачинск,350000,750,68000,бензин,4-тактный
Regulmoto ZF-KY 250 Sport-003,2022,Кроссовый мотоцикл,Большой Луг,70000,250,6000,бензин,4-тактный
Harley-Davidson Fat Boy FLSTF,2006,Круизер,Владивосток,690000,1573,40145,бензин,4-тактный
Kawasaki ZZR 400 2,1999,Спортивно-туристический мотоцикл,Санкт-Петербург,250000,399,60000,бензин,4-тактный
Kayo Basic TT125EA,2022,Питбайк,Межгорье,75000,125,168,бензин,4-тактный
Avantis Enduro 300 EFI CBS Exclusive ARS,2021,Эндуро,Бердск,360000,300,1000,бензин,4-тактный
Wels RX 125 PRO SPORT,2023,Питбайк,Бердск,55000,125,2000,бензин,4-тактный
FXmoto FXmoto,2022,Эндуро,Минусинск,170000,300,8500,бензин,4-тактный
Regulmoto Regulmoto Sport-003 PR PRO 300,2024,Эндуро,Иркутск,200000,300,3000,бензин,4-тактный
Motoland 300 XR300 ENDURO,2024,Эндуро,Тюхтет,175000,3000,100,бензин,4-тактный
Motoland XT250 ST,2021,Эндуро,Красноярск,120000,250,700,бензин,4-тактный
GR GR8 F300A Enduro Optimum,2024,Эндуро,Верхний Уфалей,230000,300,300,бензин,4-тактный
Минск SCR 250,2022,Классический мотоцикл,Усть-Илимск,150000,250,2000,бензин,4-тактный
Racer TRX 125E,2024,Питбайк,Кутулик,90000,125,1000,бензин,4-тактный
G2R G2,2021,Эндуро,Анапа,138000,300,8000,бензин,4-тактный
Progasi Progasi,2024,Эндуро,Анжеро-Судженск,145000,250,2300,бензин,4-тактный
Yamaha MT-07 02,2022,Стритфайтер,Новосибирск,899000,688,3587,бензин,4-тактный
Honda VRX 400 Roadster,1996,Классический мотоцикл,Новороссийск,335000,400,50000,бензин,4-тактный
Honda VT 750,2012,Чоппер,Красноярск,680000,750,19000,бензин,4-тактный
BSE Z6 Y,2022,Эндуро,Иркутск,190000,250,1500,бензин,4-тактный
Regulmoto Regulmoto Sport-003 PR PRO 300,2023,Эндуро,Магдагачи,150000,300,3500,бензин,4-тактный
Kawasaki Ninja ZX-10R,2014,Спортивный мотоцикл,Япония → Красноярск,870000,998,14777,бензин,4-тактный
BMW R 1250 GS Adventure,2019,Мотоциклы,Новосибирск,2100000,1250,40000,бензин,4-тактный
Avantis Enduro 300 Pro EFI Exclusive ARS,2021,Эндуро,Владивосток,250000,300,6,бензин,4-тактный
Ataki Batllo,2025,Спортивный мотоцикл,Богучар,180000,300,2100,бензин,4-тактный
Gas Gas EC 300,2022,Эндуро,Уссурийск,650000,300,194,бензин,2-тактный
Bajaj Boxer BM 150 X,2021,Классический мотоцикл,Тюмень,100000,150,8000,бензин,4-тактный
Motoland Motoland,2024,Эндуро,Новосибирск,169000,300,600,бензин,4-тактный
Иж 5 ПЛАНЕТА,1990,Классический мотоцикл,Кочки,110000,25,50000,бензин,2-тактный
BMW R 1200 GS,2005,Турэндуро,Владивосток,565000,1170,48697,бензин,4-тактный
Sharmax Motors Sport 250,2025,Эндуро,Новокузнецк,155000,250,130,бензин,4-тактный
Progasi Gaudi 300,2023,Эндуро,Турочак,240000,450,216,бензин,4-тактный
BSE Z10,2021,Эндуро,Осинники,175000,250,700,бензин,4-тактный
Honda VTR1000F FIRE STORM,1999,Спортивно-туристический мотоцикл,Саяногорск,320000,1000,21000,бензин,4-тактный
Avantis A6 Lux,2023,Эндуро,Бийск,180000,280,1500,бензин,4-тактный
Kawasaki SUPER SHEPRA,1997,Эндуро,Партизанск,179000,250,1,бензин,4-тактный
Yamaha YZF-R3A,2019,Спортивный мотоцикл,Москва,550000,321,10950,бензин,4-тактный
Regulmoto Seven Medalist Pro,2024,Питбайк,Красноярск,90000,125,150,бензин,4-тактный
Иж Юпитер 3-02,1980,Классический мотоцикл,Орел,165000,22,1,бензин,2-тактный
Irbis Intruder,2014,Классический мотоцикл,Кыштым,60000,200,10000,бензин,4-тактный
Kayo Basic TT140,2023,Питбайк,Железногорск,95000,140,1650,бензин,4-тактный
Suzuki SV 1000S,2003,Спортивно-туристический мотоцикл,Владивосток,330000,996,19000,бензин,4-тактный
Darex ALGA 300,2025,Эндуро,Берёзовский,150000,300,150,бензин,4-тактный
GR 300 PRO,2024,Эндуро,Кочубеевское,140000,300,124,бензин,4-тактный
Motoland GS Motors S 14,2023,Питбайк,Новосибирск,63000,125,300,бензин,4-тактный
Honda XL 1000V Varadero,1999,Турэндуро,Саяногорск,465000,1000,92000,бензин,4-тактный
Иж Планета 2,1968,Классический мотоцикл,Горно-Алтайск,50000,350,30000,бензин,4-тактный
Kayo Basic TT140EM,2023,Питбайк,Москва,70000,140,5000,бензин,4-тактный
Honda CBR 250,1994,Спортивно-туристический мотоцикл,Улан-Удэ,60000,250,50000,бензин,4-тактный
Honda RVT 1000,2000,Спортивный мотоцикл,Иркутск,400000,999,30000,бензин,4-тактный
Racer Trophy RC110N,2019,Классический мотоцикл,Барнаул,48000,110,10000,бензин,4-тактный
Урал ИМЗ 8.103-10,1993,Туристический мотоцикл,Тыреть 1-я,65000,649,15000,бензин,4-тактный
Moto Guzzi California Custom,2014,Круизер,Волхов,777000,1400,30000,бензин,4-тактный
Suzuki GSX-R 600,1997,Спортивный мотоцикл,Приютово,275000,600,84600,бензин,4-тактный
Kayo Basic TT140,2025,Питбайк,Климово,125000,140,135,бензин,4-тактный
Урал 3М 66,1973,Классический мотоцикл,Глазов,173000,650,24,бензин,4-тактный
Урал 8 103 10,1991,Классический мотоцикл,Иркутск,350000,650,39,бензин,4-тактный
Yamaha Roadstar 1700,2006,Круизер,Пенза,700000,1700,60001,бензин,4-тактный
BSE PH-150E,2024,Питбайк,Владимир,85000,150,777,бензин,4-тактный
Kawasaki Ninja 650R,2022,Спортивно-туристический мотоцикл,Челябинск,850000,650,3000,бензин,4-тактный
Regulmoto Legend 300,2024,Эндуро,Новосибирск,290000,300,600,бензин,4-тактный
Regulmoto Senke SK200-9,2022,Классический мотоцикл,Ангарск,90000,200,5500,бензин,4-тактный
Honda CBR 1000RR Fireblade,2017,Спортивный мотоцикл,Томск,1575000,1000,38000,бензин,4-тактный
Husqvarna TE 300,2017,Эндуро,Чита,550000,300,4100,бензин,2-тактный
Yamaha FZ 400,1997,Спортивно-туристический мотоцикл,Хабаровск,180000,399,30000,бензин,4-тактный
Fuego Scrambler 250,2022,Мотард,Киселёвск,130000,223,7000,бензин,4-тактный
Regulmoto Athlete 250 19-16,2020,Эндуро,Ковров,100000,250,1000,бензин,4-тактный
Yamaha Virago XV 400,1997,Чоппер,Электросталь,320000,400,37742,бензин,4-тактный
BMW R 1200 GS Adventure,2018,Турэндуро,Владивосток,1800000,1200,38713,бензин,4-тактный
Regulmoto T-Leopard 300,2022,Спортивный мотоцикл,Челябинск,195000,300,6600,бензин,4-тактный
Kawasaki Z 800,2013,Стритфайтер,Иркутск,700000,806,26500,бензин,4-тактный
Honda NC 750X,2016,Туристический мотоцикл,Новосибирск,690000,750,36000,бензин,4-тактный
Honda X4,1999,Круизер,Уссурийск,450000,1300,44000,бензин,4-тактный
KTM 200 Duke,2012,Классический мотоцикл,Горно-Алтайск,170000,200,11811,бензин,4-тактный
Honda CBR 929RR,2001,Спортивный мотоцикл,Тяжинский,550000,929,80000,бензин,4-тактный
Motoland XR 300 LITE,2024,Эндуро,Казань,130000,300,2000,бензин,4-тактный
Racer RC250CK-A TRIUMPH,2024,Классический мотоцикл,Екатеринбург,150000,250,2300,бензин,2-тактный
Racer GS,2024,Классический мотоцикл,Максатиха,60000,110,534,бензин,4-тактный
Урал 8 103 10,1994,Классический мотоцикл,Балей,100000,649,9000,бензин,4-тактный
Ducati Monster,2021,Стритфайтер,Сургут,1280000,937,8000,бензин,4-тактный
Suzuki DR-Z 400SM,2007,Мотард,Хабаровск,500000,400,17650,бензин,4-тактный
Yamaha FZS 600,2004,Спортивно-туристический мотоцикл,Барнаул,460000,600,26000,бензин,4-тактный
Sharmax PowerMax 250,2024,Эндуро,Курумоч,179000,250,1000,бензин,4-тактный
Regulmoto Seven Medalist Pro,2024,Питбайк,Улан-Удэ,130000,150,1000,бензин,4-тактный
Honda CBR 600RR,2014,Спортивный мотоцикл,Москва,750000,600,20000,бензин,4-тактный
KTM 250 SX-F,2018,Кроссовый мотоцикл,Владивосток,450000,250,333,бензин,4-тактный
BMW F 800 R,2010,Стритфайтер,Магнитогорск,450000,800,39000,бензин,4-тактный
Zuumav K8 NC300S,2022,Эндуро,Томск,220000,300,1000,бензин,4-тактный
Kawasaki ZZR 250,1995,Спортивно-туристический мотоцикл,Нюрба,150000,250,13500,бензин,4-тактный
Kawasaki Ninja 1000SX,2023,Спортивно-туристический мотоцикл,Япония → Красноярск,1170000,1043,2135,бензин,4-тактный
JHL MX250,2023,Эндуро,Пермь,100000,250,200,бензин,4-тактный
Honda CB 400F,1990,Спортивный мотоцикл,Свень,75000,399,122000,бензин,4-тактный
Irbis TTR 125,2020,Питбайк,Бердск,65000,125,1000,бензин,4-тактный
Honda TRANSALP 400 V,1997,Турэндуро,Находка,300000,400,77850,бензин,4-тактный
Иж К16,1995,Кроссовый мотоцикл,Ульяновск,90000,350,1000,бензин,2-тактный
Racer RC250CS Skyway,2015,Спортивный мотоцикл,Саяногорск,100000,250,1000,бензин,4-тактный
Voge 900DSX,2024,Турэндуро,Краснодар,1100000,900,2500,бензин,4-тактный
Honda CBR 400RR,1996,Спортивный мотоцикл,Берёзовский,249999,399,70000,бензин,4-тактный
Sharmax PowerMax 250,2024,Эндуро,Байкал,120000,250,1000,бензин,4-тактный
Yamaha GT 50,1980,Классический мотоцикл,Владивосток,115000,49,11000,бензин,2-тактный
Suzuki Burgman AN400,2003,Спортивно-туристический мотоцикл,Томск,220000,399,50000,бензин,4-тактный
SYCMCC 250cc,2025,Эндуро,Ковылкино,100000,250,160,бензин,4-тактный
Avantis City 250,2024,Классический мотоцикл,Барнаул,180000,250,3000,бензин,4-тактный
Harley-Davidson XG750A,2018,Классический мотоцикл,Северобайкальск,850000,749,1200,бензин,4-тактный
Irbis TTR 125,2014,Питбайк,Улан-Удэ,70000,125,1000,бензин,4-тактный
Yamaha YZF-R1,2021,Спортивный мотоцикл,Япония → Красноярск,1790000,998,4102,бензин,4-тактный
Regulmoto Five 125,2023,Питбайк,Комсомольск-на-Амуре,75000,125,25000,бензин,4-тактный
Yamaha MT-09 Tracer,2017,Спортивно-туристический мотоцикл,Находка,850000,847,12287,бензин,4-тактный
Honda VFR 800F,2005,Спортивно-туристический мотоцикл,Омск,400000,800,60000,бензин,4-тактный
Motoland V-Raptor 250,2018,Классический мотоцикл,Севастополь,199000,250,506,бензин,4-тактный
Yamaha Dragstar / V-Star / XVS,2008,Круизер,Красноярск,530000,1100,37000,бензин,4-тактный
Motoland Enduro 250 ST,2019,Эндуро,Ковылкино,85000,250,10000,бензин,4-тактный
Racer RC250GY-C2K K2,2024,Эндуро,Барнаул,135000,250,7777,бензин,4-тактный
Suzuki DL1000 V-STORM,2003,Турэндуро,Иркутск,500000,996,80000,бензин,4-тактный
Иж 5 ПЛАНЕТА,1995,Классический мотоцикл,Шипуново,35000,450,1000,бензин,2-тактный
Racer Ranger RC300-GY8,2023,Турэндуро,Иркутск,165000,270,1034,бензин,4-тактный
Racer RC250GY-C2K K2,2023,Эндуро,Ленинск-Кузнецкий,120000,224,6084,бензин,4-тактный
Chituma CTM250-3,2013,Кастомный мотоцикл,Краснодар,170000,250,1400,бензин,4-тактный
Suzuki BANDIT 1200 S,2005,Спортивно-туристический мотоцикл,Красноярск,390000,1200,22000,бензин,4-тактный
Honda CBR 650R,2023,Спортивный мотоцикл,Москва,1000000,649,17000,бензин,4-тактный
Regulmoto Athlete 300,2024,Эндуро,Переяславка,160000,300,3700,бензин,4-тактный
Honda VTX 1800,2002,Круизер,Абакан,690000,1800,60000,бензин,4-тактный
Progasi Super Max 300 Pro,2024,Эндуро,Междуреченск,190000,300,572,бензин,4-тактный
Kawasaki Ninja,2016,Стритфайтер,Новосибирск,400000,300,17717,бензин,4-тактный
Honda CBR 1100 XX Blackbird,1998,Спортивно-туристический мотоцикл,Иркутск,380000,1100,75000,бензин,4-тактный
Yamaha XVS 1100,2000,Круизер,Владивосток,410000,1063,54000,бензин,4-тактный
Motoland Voyage 200,2022,Классический мотоцикл,Красное,110000,200,7000,бензин,4-тактный
Kayo Basic TT125,2024,Питбайк,Рязань,50000,125,98,бензин,4-тактный
GR GR7 F250A Enduro Lite,2022,Эндуро,Воронеж,201000,250,1000,бензин,4-тактный
Yamaha MT-07,2014,Стритфайтер,Краснодар,700000,700,17500,бензин,4-тактный
BMW S 1000 R,2018,Стритфайтер,Москва,1095000,1000,42000,бензин,4-тактный
Kawasaki Ninja ZX-6R,2005,Спортивный мотоцикл,Хабаровск,400000,636,33333,бензин,4-тактный
Ява 350-360,1967,Классический мотоцикл,Керчь,120000,350,20000,бензин,2-тактный
Kawasaki KDX 200SR,1998,Эндуро,Владивосток,170000,200,50,бензин,2-тактный
Ducati Superbike 959 Panigale,2018,Спортивный мотоцикл,Самара,2250000,955,11457,бензин,4-тактный
Kayo Basic TT140,2024,Питбайк,Актаныш,80000,140,110,бензин,4-тактный
Hasky F6 Pro Racing 174NB 300cc,2024,Эндуро,Тюмень,300000,300,5,бензин,4-тактный
BMW R 1150 RT,2004,Спортивно-туристический мотоцикл,Новосибирск,424000,1150,63000,бензин,4-тактный
Racer Enduro RC200GY-C2,2025,Эндуро,Астрахань,110000,200,4000,бензин,4-тактный
Honda CRF 450R,2015,Кроссовый мотоцикл,Тольятти,450000,450,237,бензин,4-тактный
Regulmoto ATHLETE PRO 4 valves 6 Gear,2024,Эндуро,Усолье-Сибирское,160000,300,3600,бензин,4-тактный
Harley-Davidson Electra Glide Ultra Classic,2009,Круизер,Хабаровск,1150000,1580,39000,бензин,4-тактный
Roliz Sport-005,2022,Эндуро,Благовещенск,130000,250,3592,бензин,4-тактный
Suzuki V-Strom 650,2023,Туристический мотоцикл,Уфа,950000,650,17675,бензин,4-тактный
Honda CBR 600RR,2004,Спортивный мотоцикл,Барнаул,550000,599,1000,бензин,4-тактный
Regulmoto Athlete Pro 300,2024,Кроссовый мотоцикл,Симферополь,150000,300,140,бензин,4-тактный
Motoland 250 DF BIG BORE,2020,Эндуро,Богучар,120000,250,12000,бензин,4-тактный
Apollino 125,2024,Классический мотоцикл,Всеволожск,70000,125,145,бензин,4-тактный
Honda CBR1000RR8,2020,Спортивный мотоцикл,Петропавловск-Камчатский,2300000,1000,15700,бензин,4-тактный
Иж Юпитер 5,1995,Классический мотоцикл,Ильинско-Подомское,45000,350,24735,бензин,2-тактный
BMW F 650 GS,2009,Турэндуро,Владивосток,460000,798,58861,бензин,4-тактный
Harley-Davidson CVO Tri Glide,2020,Трайк (трицикл),Новосибирск,6900000,1923,400,бензин,4-тактный
JHL Z2,2025,Эндуро,Каликино,140000,300,7200,бензин,4-тактный
Ataki ADVENTURE 300 PR,2024,Эндуро,Гурзуф,210000,300,1000,бензин,4-тактный
Ducati Monster 821,2014,Стритфайтер,Кольцово,690000,821,27156,бензин,4-тактный
Harley-Davidson Electra Glide,2013,Чоппер,Екатеринбург,1200000,1700,39000,бензин,4-тактный
Harley-Davidson Dyna Low Rider FXRS,1988,Чоппер,Москва,1000000,1337,1000,бензин,4-тактный
Progasi Smart 150,2021,Питбайк,Новосибирск,90000,140,2722,бензин,4-тактный
Урал К-750,1991,Кастомный мотоцикл,Чита,55000,750,24554,бензин,4-тактный
Yamaha V МАX 120,1998,Круизер,Владивосток,325000,1200,55000,бензин,4-тактный
Zuumav CBS 300,2023,Эндуро,Москва,200000,300,1000,бензин,4-тактный
Yamaha XJR 1200,1994,Классический мотоцикл,Анжеро-Судженск,250000,1200,47000,бензин,4-тактный
Avantis FX 250 Lux,2020,Эндуро,Аксай,105000,250,5700,бензин,4-тактный
Мотоальфа A-1,2022,Эндуро,Томск,150000,250,720,бензин,4-тактный
Regulmoto 300 03,2025,Эндуро,Ростов-на-Дону,275000,300,1892,бензин,4-тактный
Ducati ST2,2002,Спортивно-туристический мотоцикл,Екатеринбург,340000,944,63000,бензин,4-тактный
Yamaha YZ 450F,2016,Кроссовый мотоцикл,Новокузнецк,370000,450,200,бензин,4-тактный
Regulmoto Alpha RM-3,2022,Классический мотоцикл,Хабаровск,70000,110,1735,бензин,4-тактный
Motoland CRF 250,2020,Кроссовый мотоцикл,Нижнеудинск,150000,250,9000,бензин,4-тактный
Suzuki GSX-R 750,2007,Спортивный мотоцикл,Хабаровск,650000,749,54000,бензин,4-тактный
Racer Skyway RC300-CS,2017,Спортивно-туристический мотоцикл,Новосибирск,140000,300,3830,бензин,4-тактный
Иж ЮПИТЕР 5K,1990,Классический мотоцикл,Мариинск,130000,349,1000,бензин,4-тактный
Honda Honda,2007,Стритфайтер,Омск,525000,751,28000,бензин,4-тактный
Yamaha Warrior,2005,Круизер,Сургут,800000,1700,50000,бензин,4-тактный
Honda CBR600RR-2,2007,Спортивный мотоцикл,Свободный,650000,600,39000,бензин,4-тактный
Honda CBR 1000RA Fireblade,2014,Спортивный мотоцикл,Красноярск,888000,999,29000,бензин,4-тактный
Honda CBR 600F4,1999,Спортивно-туристический мотоцикл,Челбасская,400000,600,45000,бензин,4-тактный
Yamaha Stratoliner,2014,Круизер,Владивосток,1550000,1900,50000,бензин,4-тактный
Yamaha FJR 1300AS,2014,Спортивно-туристический мотоцикл,Япония → Красноярск,850000,1297,16803,бензин,4-тактный
JHL S003,2025,Эндуро,Хабаровск,240000,300,500,бензин,4-тактный
Kawasaki 1400GTR,2008,Круизер,Тюмень,870000,1400,33000,бензин,4-тактный
Минск C 125,1997,Кроссовый мотоцикл,Бердск,44999,250,100,бензин,2-тактный
Motoland 300 XR300 ENDURO,2024,Эндуро,Новороссийск,110000,300,3000,бензин,4-тактный
Kews K23 MT250,2024,Эндуро,Магадан,395000,250,5,бензин,2-тактный
Yamaha XJ 400 Diversion,1994,Спортивно-туристический мотоцикл,Шушенское,200000,400,50000,бензин,4-тактный
Kawasaki Ninja 1000,2012,Спортивный мотоцикл,Омск,665000,1000,19000,бензин,4-тактный
Regulmoto Senke SK200-9,2023,Классический мотоцикл,Екатеринославка,55000,200,7000,бензин,4-тактный
Regulmoto Sport-003 300 PR,2023,Эндуро,Иркутск,160000,300,700,бензин,4-тактный
Kayo BASIC YX140 KRZ,2021,Питбайк,Самара,65000,140,600,бензин,4-тактный
Урал ИМЗ 8.103-40,1993,Классический мотоцикл,Бердюжье,70000,649,50000,бензин,4-тактный
GX-moto GXR 250,2014,Классический мотоцикл,Абакан,130000,250,5000,бензин,4-тактный
Урал М-67,1974,Классический мотоцикл,Барнаул,160000,650,24974,бензин,4-тактный
Yamaha FZ6S,2006,Спортивно-туристический мотоцикл,Владивосток,345000,600,41594,бензин,4-тактный
Урал М-63,1980,Классический мотоцикл,Новокузнецк,35000,600,1111,бензин,4-тактный
GR GR8 F300L Enduro Optimum,2024,Эндуро,Благовещенск,250000,300,30,бензин,4-тактный
Honda VT 1100 Shadow,1988,Круизер,Мариинск,333000,1100,58000,бензин,4-тактный
Восход 2,1977,Классический мотоцикл,Минеральные Воды,59999,174,13409,бензин,2-тактный
Avantis A6 Lux,2022,Эндуро,Екатеринбург,175000,300,5500,бензин,4-тактный
Honda CB 600F Hornet,2006,Классический мотоцикл,Коломна,499999,599,41500,бензин,4-тактный
Kawasaki ZR400 XАNТНUS,1995,Спортивный мотоцикл,Свободный,210000,400,25000,бензин,4-тактный
Honda Steed,1997,Круизер,Большой Камень,210000,400,29160,бензин,4-тактный
STELS Flame 200,2013,Классический мотоцикл,Тихорецк,100000,197,13000,бензин,4-тактный
Kawasaki KLX 250,2012,Кроссовый мотоцикл,Москва,400000,250,7000,бензин,4-тактный
Yamaha Dragstar / V-Star / XVS,2003,Круизер,Иркутск,465000,1100,10500,бензин,4-тактный
Honda NC 750XD,2022,Туристический мотоцикл,Владивосток,1075000,750,1309,бензин,4-тактный
Днепр К-750,1959,Классический мотоцикл,Воронеж,210000,750,35000,бензин,4-тактный
Suzuki Djebel 250,1997,Эндуро,Ачинск,300000,250,20000,бензин,4-тактный
SYCMCC SYC300-14,2025,Эндуро,Алексин,110000,300,1700,бензин,4-тактный
Racer Panther RC250GY-C2,2024,Эндуро,Донецк,100000,250,4500,бензин,4-тактный
XGZ G26,2025,Эндуро,Севастополь,175000,300,600,бензин,4-тактный
BMW 650 GS,2003,Турэндуро,Темрюк,360000,50,52000,бензин,4-тактный
Racer Fighter RC300CK-N,2020,Классический мотоцикл,Таврическое,45000,300,6200,бензин,4-тактный
Regulmoto Athlete,2022,Эндуро,Симферополь,100000,250,50,бензин,4-тактный
Kayo Evolution YX140EM,2025,Питбайк,Новосибирск,90000,140,250,бензин,4-тактный
Yamaha XJR 1200,1994,Классический мотоцикл,Барнаул,325000,1200,41000,бензин,4-тактный
Иж Планета Спорт,1995,Кроссовый мотоцикл,Ульяновск,70000,350,1000,бензин,2-тактный
Иж 7 107,1990,Классический мотоцикл,Темиртау,60000,350,20192,бензин,2-тактный
Honda CRF 250L,2013,Эндуро,Каменск-Шахтинский,505000,250,4956,бензин,4-тактный
Roliz Sport-001,2020,Кроссовый мотоцикл,Белогорск,105000,250,8160,бензин,4-тактный
Ява 25,2010,Кастомный мотоцикл,Тюмень,6001,50,55555,бензин,2-тактный
Suzuki DR-Z 400S,1996,Эндуро,Владикавказ,400000,400,19000,бензин,4-тактный
Урал ИМЗ 8.103-10,1989,Классический мотоцикл,Поворино,55000,38,18000,бензин,2-тактный
Honda VFR 750,1994,Спортивный мотоцикл,Красноярск,350000,750,42000,бензин,4-тактный
Honda GL 1500,1998,Круизер,Хабаровск,500000,1500,78000,бензин,4-тактный
Иж Юпитер 5,1988,Классический мотоцикл,Абакан,60000,350,24000,бензин,2-тактный
Yamaha MT-07,2015,Стритфайтер,Владивосток,585000,689,28539,бензин,4-тактный
Kawasaki Z 400,2022,Стритфайтер,Иркутск,580000,400,11024,бензин,4-тактный
Sharmax Power Max 125,2025,Питбайк,Дзержинск,90000,125,2500,бензин,4-тактный
Иж Юпитер 5,1989,Классический мотоцикл,Урень,39000,350,6598,бензин,2-тактный
Yamaha YZF-R1,2000,Спортивный мотоцикл,Абакан,450000,1000,35000,бензин,4-тактный
BMW F 850 GS,2021,Турэндуро,Новосибирск,1550000,853,1192,бензин,4-тактный
Yamaha WR 250R,2015,Эндуро,Владивосток,395000,250,30448,бензин,4-тактный
Yamaha Stryker,2011,Круизер,Чита,1200000,1300,20000,бензин,4-тактный
Yamaha YZ 426,2001,Кроссовый мотоцикл,Благовещенск,300000,426,100,бензин,4-тактный
Yamaha Roadstar 1700,2005,Круизер,Минск,427000,1700,99000,бензин,4-тактный
Wels RT125,2021,Питбайк,Барнаул,70000,125,500,бензин,4-тактный
QJMotor SRK 125S,2024,Стритфайтер,Санкт-Петербург,240000,125,5400,бензин,4-тактный
Fireguard 250 Trail,2023,Турэндуро,Новосибирск,188000,250,75,бензин,4-тактный
Kayo KRZ 140,2024,Питбайк,Мамонтово,70000,140,300,бензин,4-тактный
Suzuki BOULEVARD M 50,2017,Круизер,Благовещенск,970000,800,2000,бензин,4-тактный
Bajaj Boxer BM 150 X,2016,Турэндуро,Севастополь,80000,150,4000,бензин,4-тактный
Kawasaki Ninja 400R,2010,Спортивно-туристический мотоцикл,Хабаровск,385000,400,23550,бензин,4-тактный
Regulmoto Athlete 300,2023,Кроссовый мотоцикл,Комсомольск-на-Амуре,139999,300,105,бензин,4-тактный
BMW R 1150 R,2003,Классический мотоцикл,Братск,380000,1150,95000,бензин,4-тактный
Ирбит M-72,2011,Эндуро,Краснодар,95000,125,100,бензин,4-тактный
SPR NC 300 S K8,2024,Эндуро,Киселёвск,309999,300,1,бензин,4-тактный
BSE Z5,2025,Эндуро,Башмаково,175000,250,2000,бензин,4-тактный
Racer RC250XZR-A Storm,2024,Спортивный мотоцикл,Степное,200000,300,5636,бензин,4-тактный
Suzuki BOULEVARD M 50,2008,Круизер,Красный Чикой,800000,800,40000,бензин,4-тактный
Regulmoto Sport-003 300 PR PRO,2022,Эндуро,Владимир,160000,300,4376,бензин,4-тактный
Racer SR-X2 Cross X2,2022,Эндуро,Иркутск,150000,279,2000,бензин,4-тактный
Motoland XL250-F,2023,Спортивно-туристический мотоцикл,Долгодеревенское,150000,229,179,бензин,4-тактный
Kawasaki ER650H,2017,Спортивно-туристический мотоцикл,Якутск,760000,649,25000,бензин,4-тактный
Racer Panther RC300-GY8X,2023,Эндуро,Муравленко,130000,300,3400,бензин,4-тактный
Honda CBR 1000RA Fireblade,2016,Спортивный мотоцикл,Челябинск,1350000,1000,30000,бензин,4-тактный
Иж Сатурн,1986,Кастомный мотоцикл,Октябрьское,20000,350,777,бензин,2-тактный
Regulmoto ZR PR 4 valves 6 Gear,2024,Кроссовый мотоцикл,Староалейское,170000,300,5000,бензин,4-тактный
Honda Steed 400,1994,Кастомный мотоцикл,Владивосток,398000,400,13000,бензин,4-тактный
Honda CB 250R,2006,Кроссовый мотоцикл,Севастополь,300000,250,32,бензин,4-тактный
Kawasaki VN1600 Mean Streak,2007,Чоппер,Новосибирск,500000,1500,23500,бензин,4-тактный
Racer RC150-23 Tiger,2013,Классический мотоцикл,Барнаул,85000,149,170,бензин,4-тактный
Suzuki Suzuki,1998,Эндуро,Липовцы,200000,200,12000,бензин,4-тактный
Motoland WRX 250 Lite,2019,Эндуро,Новосибирск,100000,250,1070,бензин,4-тактный
Kayo Evolution YX140EM,2023,Питбайк,Павловск,80000,140,1000,бензин,4-тактный
Regulmoto Holeshot Red Edition,2024,Эндуро,Новороссийск,222000,300,800,бензин,4-тактный
Yamaha TDM,2000,Спортивно-туристический мотоцикл,Хабаровск,350000,850,36000,бензин,4-тактный
Honda Shadow 1100,1995,Чоппер,Москва,550000,1100,100,бензин,4-тактный
Bajaj Dominar 400,2021,Стритфайтер,Ногинск,350000,400,19400,бензин,4-тактный
Kayo Evolution YX125EM,2024,Питбайк,Убинское,85000,125,5000,бензин,4-тактный
Regulmoto Seven Medalist Pro,2022,Питбайк,Новосибирск,65000,140,777,бензин,4-тактный
KTM 990 Super Duke R,2012,Стритфайтер,Омск,560000,990,23800,бензин,4-тактный
Иж ТЕXМАШ ИТМ250,1992,Кастомный мотоцикл,Нижнегорский,20000,250,20000,бензин,4-тактный
Patron Partizan 150,2014,Классический мотоцикл,Парабель,110000,150,7737,бензин,4-тактный
Ekonika Sport-008,2018,Эндуро,Сибирцево,120000,250,3000,бензин,4-тактный
BMW F 650 GS,2003,Турэндуро,Южно-Сахалинск,400000,650,30000,бензин,4-тактный
ZMmoto Tracer 2T 300cc,2024,Эндуро,Хабаровск,380000,300,10,бензин,2-тактный
Kayo T2 250 MX,2022,Эндуро,Урдома,150000,250,1500,бензин,4-тактный
Yamaha XJR 1200,1997,Классический мотоцикл,Искитим,310000,1200,70000,бензин,4-тактный
Suzuki DR 250S,2001,Эндуро,Владимиро-Александровское,210000,250,7777,бензин,4-тактный
Motoland MTX300,2024,Кроссовый мотоцикл,Никольск,160000,300,2550,бензин,4-тактный
Honda Shadow 400,2001,Круизер,Сочи,450000,400,30000,бензин,4-тактный
Ява 350-634,1968,Классический мотоцикл,Балашов,50000,20,30000,бензин,2-тактный
